bank,kredit_id,oy,mijoz_turi,tarmoq,summa,stavka_foiz,muddat_oy,tasnif
Hamkor Bank,HAM001062,2026-03,yuridik,savdo,736194293,29.06,24,standart
Hamkor Bank,HAM001063,2025-10,yuridik,savdo,618655318,31.42,36,standart
Hamkor Bank,HAM001064,2026-03,jismoniy,savdo,742534406,23.14,18,shubhali
Hamkor Bank,HAM001065,2026-01,yuridik,xizmat,3225002164,32.49,12,standart
Hamkor Bank,HAM001066,2026-01,jismoniy,xizmat,2524086,23.6,24,standart
Hamkor Bank,HAM001067,2026-03,yuridik,savdo,1531619269,19.9,18,standart
Hamkor Bank,HAM001068,2026-02,jismoniy,qurilish,23363674,17.42,12,standart
Hamkor Bank,HAM001069,2026-02,jismoniy,qishloq_xoj,91260226,14.57,12,standartdan_past
Hamkor Bank,HAM001070,2026-03,jismoniy,savdo,332265023,30.86,60,standart
Hamkor Bank,HAM001071,2026-03,yuridik,qishloq_xoj,6090654,32.83,24,standartdan_past
Hamkor Bank,HAM001072,2026-03,yuridik,savdo,285620037,18.27,6,standart
Hamkor Bank,HAM001073,2026-03,yuridik,xizmat,10525872,18.86,6,standart
Hamkor Bank,HAM001074,2026-01,yuridik,qishloq_xoj,21599031,28.73,6,standart
Hamkor Bank,HAM001075,2026-02,yuridik,xizmat,1869135,33.07,84,standart
Hamkor Bank,HAM001076,2025-12,jismoniy,sanoat,1083746,33.77,6,standart
Hamkor Bank,HAM001077,2026-01,jismoniy,xizmat,10479837,25.48,60,standart
Hamkor Bank,HAM001078,2025-12,jismoniy,qurilish,31213651,30.05,36,standartdan_past
Hamkor Bank,HAM001079,2026-01,yuridik,xizmat,1402507119,28.73,6,standart
Hamkor Bank,HAM001080,2025-11,jismoniy,savdo,125235413,16.95,84,standart
Hamkor Bank,HAM001081,2026-02,yuridik,savdo,52030488,26.46,6,standart
Hamkor Bank,HAM001082,2025-12,jismoniy,savdo,1870881652,26.69,84,standart
Hamkor Bank,HAM001083,2026-01,yuridik,savdo,3600330532,19.29,36,standart
Hamkor Bank,HAM001084,2026-02,jismoniy,xizmat,1023022548,14.63,18,standart
Hamkor Bank,HAM001085,2025-10,jismoniy,qurilish,5658211399,29.21,18,standart
Hamkor Bank,HAM001086,2025-11,yuridik,qurilish,27838183,29.42,6,standart
Hamkor Bank,HAM001087,2026-02,jismoniy,qishloq_xoj,89285124,21.55,24,standartdan_past
Hamkor Bank,HAM001088,2025-10,jismoniy,savdo,2710369388,27.04,60,standart
Hamkor Bank,HAM001089,2025-11,jismoniy,savdo,316698176,19.87,24,standart
Hamkor Bank,HAM001090,2026-01,yuridik,xizmat,2620090,20.09,18,standart
Hamkor Bank,HAM001091,2025-11,jismoniy,qurilish,150814304,32.39,60,standart
Hamkor Bank,HAM001092,2026-01,yuridik,qurilish,69431539,28.02,24,standart
Hamkor Bank,HAM001093,2025-10,yuridik,xizmat,1028333214,24.71,60,standartdan_past
Hamkor Bank,HAM001094,2026-01,jismoniy,qurilish,377071445,28.78,18,standart
Hamkor Bank,HAM001095,2026-03,jismoniy,qishloq_xoj,6325620,27.4,12,standart
Hamkor Bank,HAM001096,2025-11,yuridik,qurilish,599851987,33.21,6,standart
Hamkor Bank,HAM001097,2025-11,jismoniy,qurilish,1649387,25.97,6,standart
Hamkor Bank,HAM001098,2026-02,yuridik,savdo,131919192,24.95,12,standart
Hamkor Bank,HAM001099,2025-10,jismoniy,sanoat,217312001,17.48,36,standart
Hamkor Bank,HAM001100,2026-03,jismoniy,sanoat,13595670,27.19,60,standart
Hamkor Bank,HAM001101,2025-10,yuridik,qurilish,433846793,15.06,24,standart
Hamkor Bank,HAM001102,2026-03,yuridik,sanoat,149144877,28.38,12,standart
Hamkor Bank,HAM001103,2026-01,jismoniy,savdo,8185826121,23.75,36,standart
Hamkor Bank,HAM001104,2025-11,yuridik,xizmat,23861974,17.33,36,standartdan_past
Hamkor Bank,HAM001105,2025-11,yuridik,savdo,2877942755,17.1,6,standart
Hamkor Bank,HAM001106,2026-01,jismoniy,savdo,581858124,18.12,36,standart
Hamkor Bank,HAM001107,2026-02,yuridik,qishloq_xoj,2066633,18.18,18,standart
Hamkor Bank,HAM001108,2026-02,yuridik,xizmat,7571157,17.66,60,standart
Hamkor Bank,HAM001109,2026-01,yuridik,qurilish,986106113,31.47,18,standartdan_past
Hamkor Bank,HAM001110,2026-02,jismoniy,xizmat,4711371857,23.92,6,standart
Hamkor Bank,HAM001111,2026-01,jismoniy,sanoat,1084303,25.81,18,standart
Hamkor Bank,HAM001112,2025-11,jismoniy,savdo,4048850404,29.0,60,standart
Hamkor Bank,HAM001113,2025-11,jismoniy,sanoat,5188186,26.13,18,shubhali
Hamkor Bank,HAM001114,2025-12,jismoniy,qurilish,445275804,30.64,24,standartdan_past
Hamkor Bank,HAM001115,2026-02,yuridik,savdo,19697720,33.26,24,standart
Hamkor Bank,HAM001116,2025-12,yuridik,qishloq_xoj,3347177,18.82,24,standart
Hamkor Bank,HAM001117,2026-03,yuridik,qurilish,5910219691,33.08,18,standart
Hamkor Bank,HAM001118,2025-10,jismoniy,xizmat,214962339,16.7,60,standart
Hamkor Bank,HAM001119,2025-11,jismoniy,qishloq_xoj,5653232211,33.59,60,standart
Hamkor Bank,HAM001120,2026-03,yuridik,qishloq_xoj,6611082,26.44,24,standart
Hamkor Bank,HAM001121,2025-11,yuridik,xizmat,2046312,24.31,24,standart
Hamkor Bank,HAM001122,2025-11,yuridik,sanoat,2318225807,18.15,60,standart
Hamkor Bank,HAM001123,2026-03,jismoniy,savdo,4000925062,15.55,24,standart
Hamkor Bank,HAM001124,2025-11,jismoniy,savdo,3070323710,20.11,24,standart
Hamkor Bank,HAM001125,2026-03,yuridik,sanoat,1833467979,23.87,36,standartdan_past
Hamkor Bank,HAM001126,2026-03,yuridik,qurilish,9498793628,16.17,6,standart
Hamkor Bank,HAM001127,2026-03,jismoniy,qishloq_xoj,1169137,15.87,12,shubhali
Hamkor Bank,HAM001128,2025-10,jismoniy,sanoat,9771856164,19.66,60,standart
Hamkor Bank,HAM001129,2025-10,yuridik,qishloq_xoj,51940576,24.04,6,standart
Hamkor Bank,HAM001130,2026-03,jismoniy,qurilish,58600333,15.93,24,standartdan_past
Hamkor Bank,HAM001131,2026-02,jismoniy,sanoat,483130581,31.61,18,standart
Hamkor Bank,HAM001132,2026-02,jismoniy,sanoat,2939911,28.97,6,standart
Hamkor Bank,HAM001133,2025-10,jismoniy,qishloq_xoj,1262735,22.75,6,standart
Hamkor Bank,HAM001134,2025-12,jismoniy,savdo,1770025479,15.56,24,standart
Hamkor Bank,HAM001135,2026-02,jismoniy,qurilish,2131512,30.7,6,standart
Hamkor Bank,HAM001136,2026-01,jismoniy,qishloq_xoj,87111323,21.22,6,standart
Hamkor Bank,HAM001137,2026-02,jismoniy,xizmat,9449908,21.63,60,standart
Hamkor Bank,HAM001138,2026-03,jismoniy,sanoat,122503197,27.42,18,standart
Hamkor Bank,HAM001139,2026-03,yuridik,qishloq_xoj,79168379,27.42,6,standart
Hamkor Bank,HAM001140,2025-12,yuridik,qurilish,83024284,23.96,18,standart
Hamkor Bank,HAM001141,2026-03,yuridik,savdo,489156860,23.86,12,umidsiz
Hamkor Bank,HAM001142,2025-10,jismoniy,savdo,11368155,31.5,24,standart
Hamkor Bank,HAM001143,2025-10,yuridik,qishloq_xoj,73451550,26.11,18,standart
Hamkor Bank,HAM001144,2025-10,yuridik,qurilish,2404295417,15.66,60,shubhali
Hamkor Bank,HAM001145,2026-03,yuridik,qishloq_xoj,1952378,15.86,24,standartdan_past
Hamkor Bank,HAM001146,2026-03,yuridik,qurilish,10660189,33.01,24,standart
Hamkor Bank,HAM001147,2025-12,yuridik,qishloq_xoj,362731468,26.23,60,standartdan_past
Hamkor Bank,HAM001148,2025-10,yuridik,qurilish,374989382,14.32,12,standart
Hamkor Bank,HAM001149,2026-02,yuridik,savdo,2513615,32.58,60,standart
Hamkor Bank,HAM001150,2025-10,jismoniy,qishloq_xoj,3410139,26.58,36,standart
Hamkor Bank,HAM001151,2025-11,jismoniy,xizmat,455596455,33.26,18,shubhali
Hamkor Bank,HAM001152,2026-01,yuridik,savdo,25254274,25.08,84,standart
Hamkor Bank,HAM001153,2025-11,jismoniy,sanoat,11240762,21.66,24,shubhali
Hamkor Bank,HAM001154,2026-02,yuridik,sanoat,20324512,29.95,18,standartdan_past
Hamkor Bank,HAM001155,2025-10,jismoniy,savdo,764056345,30.81,6,standart
Hamkor Bank,HAM001156,2025-11,jismoniy,sanoat,5459854,22.78,6,standart
Hamkor Bank,HAM001157,2026-03,jismoniy,sanoat,20918184,23.51,36,standart
Hamkor Bank,HAM001158,2025-10,jismoniy,sanoat,135016532,21.32,6,standart
Hamkor Bank,HAM001159,2025-12,yuridik,qishloq_xoj,5893770795,32.64,18,shubhali
Hamkor Bank,HAM001160,2026-02,yuridik,savdo,3574572,33.17,60,standart
Hamkor Bank,HAM001161,2025-11,jismoniy,qishloq_xoj,181578946,16.58,84,standart
Hamkor Bank,HAM001162,2026-01,yuridik,sanoat,30922158,23.82,18,standart
Hamkor Bank,HAM001163,2026-01,yuridik,xizmat,9672932,32.6,36,standartdan_past
Hamkor Bank,HAM001164,2025-12,yuridik,savdo,4161230570,18.61,6,standart
Hamkor Bank,HAM001165,2025-10,jismoniy,qurilish,19497563,27.61,12,standart
Hamkor Bank,HAM001166,2025-11,jismoniy,qurilish,100778384,22.98,60,standart
Hamkor Bank,HAM001167,2025-11,jismoniy,qurilish,3205962,23.56,18,standart
Hamkor Bank,HAM001168,2026-03,jismoniy,sanoat,60677472,26.68,24,standartdan_past
Hamkor Bank,HAM001169,2025-12,jismoniy,qurilish,1044414,27.74,84,standartdan_past
Hamkor Bank,HAM001170,2025-10,yuridik,sanoat,7211484161,20.18,24,standart
Hamkor Bank,HAM001171,2025-10,jismoniy,savdo,9920591,27.0,24,standart
Hamkor Bank,HAM001172,2025-10,yuridik,qishloq_xoj,210294406,18.51,60,standart
Hamkor Bank,HAM001173,2026-03,jismoniy,xizmat,93487278,32.82,36,standart
Hamkor Bank,HAM001174,2026-01,yuridik,xizmat,14630760,29.4,84,standartdan_past
Hamkor Bank,HAM001175,2026-02,jismoniy,savdo,16371501,28.04,12,standart
Hamkor Bank,HAM001176,2026-03,jismoniy,sanoat,1224786,25.84,24,standart
Hamkor Bank,HAM001177,2025-10,jismoniy,savdo,12808218,19.77,84,standart
Hamkor Bank,HAM001178,2026-02,jismoniy,savdo,1499252,22.38,60,standart
Hamkor Bank,HAM001179,2026-02,jismoniy,qishloq_xoj,204756548,31.64,84,standart
Hamkor Bank,HAM001180,2026-02,jismoniy,sanoat,2589017,30.48,18,standartdan_past
Hamkor Bank,HAM001181,2025-11,yuridik,sanoat,1974553261,16.17,36,standart
Hamkor Bank,HAM001182,2026-02,yuridik,qurilish,6683459865,25.5,6,standart
Hamkor Bank,HAM001183,2025-11,yuridik,xizmat,1646968664,32.27,84,standart
Hamkor Bank,HAM001184,2026-03,yuridik,sanoat,2515497301,19.45,12,standart
Hamkor Bank,HAM001185,2026-03,yuridik,xizmat,2349492,18.06,60,standart
Hamkor Bank,HAM001186,2025-12,jismoniy,qishloq_xoj,1017441366,21.1,18,standart
Hamkor Bank,HAM001187,2026-01,jismoniy,sanoat,15135844,15.45,84,standart
Hamkor Bank,HAM001188,2026-03,yuridik,sanoat,59965649,20.62,6,standart
Hamkor Bank,HAM001189,2025-12,yuridik,savdo,4573032567,33.11,12,standart
Hamkor Bank,HAM001190,2026-03,jismoniy,xizmat,105482328,15.23,12,standart
Hamkor Bank,HAM001191,2026-01,jismoniy,savdo,153252102,28.63,84,standart
Hamkor Bank,HAM001192,2026-03,yuridik,qurilish,5238323268,18.36,18,standart
Hamkor Bank,HAM001193,2026-01,jismoniy,sanoat,2188754,17.49,84,standart
Hamkor Bank,HAM001194,2026-01,jismoniy,qurilish,1073411200,22.17,24,standart
Hamkor Bank,HAM001195,2026-03,yuridik,savdo,51870347,18.06,24,standart
Hamkor Bank,HAM001196,2025-10,jismoniy,qurilish,9255077,23.95,6,standart
Hamkor Bank,HAM001197,2026-03,yuridik,qishloq_xoj,51546634,21.51,18,standart
Hamkor Bank,HAM001198,2026-01,jismoniy,qishloq_xoj,130203009,14.87,36,standart
Hamkor Bank,HAM001199,2025-11,yuridik,savdo,17841376,32.55,18,standartdan_past
Hamkor Bank,HAM001200,2025-11,jismoniy,qishloq_xoj,1340274,28.34,36,standart
Hamkor Bank,HAM001201,2026-01,jismoniy,xizmat,1085058,21.73,12,standart
Hamkor Bank,HAM001202,2025-10,yuridik,qurilish,211217772,31.78,12,standartdan_past
Hamkor Bank,HAM001203,2025-12,jismoniy,xizmat,4319057,31.53,18,shubhali
Hamkor Bank,HAM001204,2025-10,jismoniy,sanoat,134361359,17.79,36,standart
Hamkor Bank,HAM001205,2025-11,jismoniy,sanoat,602802357,33.22,12,standart
Hamkor Bank,HAM001206,2026-03,yuridik,sanoat,1388807,17.53,84,standart
Hamkor Bank,HAM001207,2026-02,yuridik,qurilish,1145215,25.59,6,standart
Hamkor Bank,HAM001208,2026-02,jismoniy,xizmat,13722574,34.0,6,standart
Hamkor Bank,HAM001209,2025-12,yuridik,xizmat,106215739,14.47,12,standart
Hamkor Bank,HAM001210,2026-02,jismoniy,xizmat,24457858,21.2,36,standart
Hamkor Bank,HAM001211,2026-03,yuridik,savdo,12068433,31.19,6,standart
Hamkor Bank,HAM001212,2026-03,yuridik,qishloq_xoj,124664614,29.62,6,standart
Hamkor Bank,HAM001213,2026-01,jismoniy,savdo,34911125,26.16,18,standart
Hamkor Bank,HAM001214,2025-11,jismoniy,xizmat,1064519349,26.06,60,shubhali
Hamkor Bank,HAM001215,2026-02,jismoniy,qishloq_xoj,5024203,19.07,60,standart
Hamkor Bank,HAM001216,2025-11,jismoniy,qishloq_xoj,5811736,19.92,36,standart
Hamkor Bank,HAM001217,2026-01,jismoniy,sanoat,5659042,15.37,60,standart
Hamkor Bank,HAM001218,2025-11,jismoniy,qishloq_xoj,10659086,19.18,60,standartdan_past
Hamkor Bank,HAM001219,2025-12,yuridik,savdo,2763581396,24.04,60,standart
Hamkor Bank,HAM001220,2025-10,yuridik,xizmat,9735538,14.1,18,standart
Hamkor Bank,HAM001221,2025-12,jismoniy,savdo,18961963,26.48,6,standart
Hamkor Bank,HAM001222,2026-01,jismoniy,xizmat,3818890,31.85,18,standart
Hamkor Bank,HAM001223,2025-10,yuridik,xizmat,492088436,32.66,6,standart
Hamkor Bank,HAM001224,2026-03,yuridik,qishloq_xoj,155493607,24.26,60,standart
Hamkor Bank,HAM001225,2026-02,yuridik,qishloq_xoj,19252632,19.84,6,standart
Hamkor Bank,HAM001226,2025-10,jismoniy,qishloq_xoj,1020188662,23.51,18,standart
Hamkor Bank,HAM001227,2026-03,jismoniy,xizmat,36166374,30.33,12,standart
Hamkor Bank,HAM001228,2025-10,jismoniy,xizmat,403564717,17.54,6,standart
Hamkor Bank,HAM001229,2026-03,jismoniy,qishloq_xoj,4093446691,25.1,60,standart
Hamkor Bank,HAM001230,2025-11,jismoniy,savdo,9405385,33.0,36,standart
Hamkor Bank,HAM001231,2026-01,jismoniy,qurilish,276487965,18.88,36,standart
Hamkor Bank,HAM001232,2025-12,yuridik,qurilish,5925143,17.59,60,standart
Hamkor Bank,HAM001233,2026-02,jismoniy,qishloq_xoj,4944696416,22.75,84,standart
Hamkor Bank,HAM001234,2025-10,yuridik,qurilish,46536365,19.4,24,standart
Hamkor Bank,HAM001235,2026-01,jismoniy,savdo,3602868,15.91,24,standart
Hamkor Bank,HAM001236,2025-11,jismoniy,savdo,1611786,31.06,18,standart
Hamkor Bank,HAM001237,2026-02,yuridik,xizmat,2239953575,33.91,60,standart
Hamkor Bank,HAM001238,2026-01,yuridik,savdo,7127575673,32.45,24,standart
Hamkor Bank,HAM001239,2025-11,yuridik,savdo,2006959113,17.82,36,standart
Hamkor Bank,HAM001240,2026-02,yuridik,savdo,869705320,29.86,6,standart
Hamkor Bank,HAM001241,2026-02,yuridik,sanoat,1863048,15.41,84,standart
Hamkor Bank,HAM001242,2025-12,jismoniy,sanoat,1350507137,24.81,24,standart
Hamkor Bank,HAM001243,2026-01,jismoniy,sanoat,456229667,17.92,84,standart
Hamkor Bank,HAM001244,2025-10,yuridik,qishloq_xoj,4649787,25.04,24,standart
Hamkor Bank,HAM001245,2026-03,yuridik,qishloq_xoj,1769357818,16.72,12,standart
Hamkor Bank,HAM001246,2025-11,yuridik,xizmat,1078006,28.08,12,standart
Hamkor Bank,HAM001247,2026-01,jismoniy,qishloq_xoj,58368757,19.99,18,standart
Hamkor Bank,HAM001248,2026-02,jismoniy,qishloq_xoj,457814962,24.45,60,standart
Hamkor Bank,HAM001249,2026-02,yuridik,savdo,2425296,28.69,24,standart
Hamkor Bank,HAM001250,2025-11,jismoniy,sanoat,298098960,24.6,84,standart
Hamkor Bank,HAM001251,2025-12,jismoniy,sanoat,8046364,17.11,24,standart
Hamkor Bank,HAM001252,2025-10,yuridik,savdo,1797223,21.01,18,standart
Hamkor Bank,HAM001253,2026-03,yuridik,qishloq_xoj,1382195,31.21,60,standart
Hamkor Bank,HAM001254,2025-10,yuridik,qurilish,59125325,27.77,6,standart
Hamkor Bank,HAM001255,2026-02,jismoniy,savdo,20377402,22.04,60,standart
Hamkor Bank,HAM001256,2025-11,yuridik,qishloq_xoj,34064303,16.66,36,standart
Hamkor Bank,HAM001257,2025-12,jismoniy,qishloq_xoj,1388397723,23.77,12,standart
Hamkor Bank,HAM001258,2026-01,yuridik,xizmat,40544080,22.11,18,standart
Hamkor Bank,HAM001259,2026-03,yuridik,qurilish,8160096540,19.4,84,standart
Hamkor Bank,HAM001260,2025-11,yuridik,sanoat,9532337096,21.87,24,standart
Hamkor Bank,HAM001261,2025-12,yuridik,sanoat,371030906,33.61,12,standart
Hamkor Bank,HAM001262,2025-12,yuridik,xizmat,99904962,31.32,36,standartdan_past
Hamkor Bank,HAM001263,2025-12,jismoniy,xizmat,737197514,25.97,24,standartdan_past
Hamkor Bank,HAM001264,2026-02,yuridik,qishloq_xoj,112287616,32.06,24,standart
Hamkor Bank,HAM001265,2026-03,yuridik,savdo,10328531,16.35,6,standart
Hamkor Bank,HAM001266,2026-02,yuridik,sanoat,62597303,28.82,18,standart
Hamkor Bank,HAM001267,2025-10,yuridik,xizmat,97376518,24.19,6,standart
Hamkor Bank,HAM001268,2025-12,jismoniy,savdo,4404601,17.81,36,standart
Hamkor Bank,HAM001269,2026-02,yuridik,sanoat,3940557,25.62,6,standart
Hamkor Bank,HAM001270,2026-03,yuridik,xizmat,6947827,29.76,84,standart
Hamkor Bank,HAM001271,2026-02,yuridik,xizmat,217787570,22.95,12,standart
Hamkor Bank,HAM001272,2025-11,yuridik,savdo,1717992,29.86,6,standart
Hamkor Bank,HAM001273,2026-03,yuridik,xizmat,546370591,30.15,84,standart
Hamkor Bank,HAM001274,2025-10,jismoniy,sanoat,2070010,30.9,24,standart
Hamkor Bank,HAM001275,2025-11,yuridik,savdo,1564832761,24.44,84,standart
Hamkor Bank,HAM001276,2026-03,jismoniy,qishloq_xoj,2951982,27.98,24,standart
Hamkor Bank,HAM001277,2026-02,yuridik,sanoat,1788316505,17.06,6,standart
Hamkor Bank,HAM001278,2026-03,yuridik,qurilish,241912595,21.7,36,shubhali
Hamkor Bank,HAM001279,2026-02,jismoniy,xizmat,4563696493,20.98,60,standartdan_past
Hamkor Bank,HAM001280,2025-12,yuridik,qishloq_xoj,20325304,29.53,6,shubhali
Hamkor Bank,HAM001281,2025-11,jismoniy,savdo,584323276,21.88,84,standart
Hamkor Bank,HAM001282,2025-10,jismoniy,sanoat,636267952,30.07,84,standart
Hamkor Bank,HAM001283,2025-12,yuridik,qurilish,128467379,33.09,24,standartdan_past
Hamkor Bank,HAM001284,2025-11,yuridik,sanoat,1285304,24.04,6,standart
Hamkor Bank,HAM001285,2026-01,yuridik,xizmat,8209124,17.1,12,standart
Hamkor Bank,HAM001286,2025-11,yuridik,qishloq_xoj,1295079,17.16,12,standart
Hamkor Bank,HAM001287,2025-12,yuridik,savdo,2013964,15.1,12,standart
Hamkor Bank,HAM001288,2026-03,yuridik,savdo,1750070629,33.86,84,standart
Hamkor Bank,HAM001289,2025-12,yuridik,qishloq_xoj,83774646,32.43,6,standart
Hamkor Bank,HAM001290,2026-01,jismoniy,qishloq_xoj,3862199,21.11,36,standart
Hamkor Bank,HAM001291,2026-01,yuridik,savdo,110371704,17.7,12,standartdan_past
Hamkor Bank,HAM001292,2026-03,yuridik,sanoat,119188199,20.28,12,standart
Hamkor Bank,HAM001293,2026-03,yuridik,qurilish,2568698,14.67,36,standartdan_past
Hamkor Bank,HAM001294,2025-12,jismoniy,qishloq_xoj,89834393,32.11,6,standart
Hamkor Bank,HAM001295,2026-01,jismoniy,sanoat,125245074,14.01,18,standartdan_past
Hamkor Bank,HAM001296,2026-01,yuridik,qurilish,281175824,32.32,24,standartdan_past
Hamkor Bank,HAM001297,2025-10,yuridik,savdo,794494856,29.48,36,shubhali
Hamkor Bank,HAM001298,2025-10,yuridik,sanoat,3453254,31.64,12,standart
Hamkor Bank,HAM001299,2026-01,yuridik,qishloq_xoj,3218036,33.79,24,standart
Hamkor Bank,HAM001300,2026-03,jismoniy,qishloq_xoj,226653838,25.42,12,standart
Hamkor Bank,HAM001301,2026-03,yuridik,sanoat,43852413,20.2,84,standart
Hamkor Bank,HAM001302,2026-02,yuridik,qishloq_xoj,26275415,26.65,36,standart
Hamkor Bank,HAM001303,2026-02,yuridik,savdo,390693338,26.71,18,standart
Hamkor Bank,HAM001304,2026-02,jismoniy,sanoat,196536339,21.94,12,standart
Hamkor Bank,HAM001305,2026-01,jismoniy,qurilish,9811722885,20.02,18,standart
Hamkor Bank,HAM001306,2026-01,jismoniy,qishloq_xoj,16798780,15.97,36,standartdan_past
Hamkor Bank,HAM001307,2025-10,yuridik,qishloq_xoj,160853925,18.62,60,standart
Hamkor Bank,HAM001308,2025-10,yuridik,xizmat,1809513101,21.79,60,standartdan_past
Hamkor Bank,HAM001309,2026-02,yuridik,savdo,5469487,30.97,6,standart
Hamkor Bank,HAM001310,2025-10,jismoniy,xizmat,718399729,25.79,60,standart
Hamkor Bank,HAM001311,2025-12,jismoniy,qishloq_xoj,295280882,24.55,18,standart
Hamkor Bank,HAM001312,2025-12,jismoniy,xizmat,166744571,19.12,24,standart
Hamkor Bank,HAM001313,2026-03,jismoniy,sanoat,48993909,17.94,36,standart
Hamkor Bank,HAM001314,2026-03,jismoniy,savdo,208604478,25.33,12,standart
Hamkor Bank,HAM001315,2026-03,yuridik,xizmat,4320707603,19.1,84,standart
Hamkor Bank,HAM001316,2026-02,yuridik,qurilish,11628823,32.39,60,standart
Hamkor Bank,HAM001317,2025-12,yuridik,xizmat,611743727,20.19,24,standart
Hamkor Bank,HAM001318,2025-12,yuridik,xizmat,481105496,28.0,6,standart
Hamkor Bank,HAM001319,2026-02,jismoniy,savdo,3127549,29.76,6,standart
Hamkor Bank,HAM001320,2025-11,jismoniy,xizmat,179695341,26.08,24,standart
Hamkor Bank,HAM001321,2025-10,jismoniy,sanoat,17667952,28.72,84,standart
Hamkor Bank,HAM001322,2025-12,yuridik,sanoat,753312740,18.17,36,standart
Hamkor Bank,HAM001323,2025-12,jismoniy,qishloq_xoj,2762933063,14.1,12,standart
Hamkor Bank,HAM001324,2025-12,yuridik,qurilish,3413233870,22.62,60,standartdan_past
Hamkor Bank,HAM001325,2026-03,jismoniy,sanoat,237882722,17.97,6,standart
Hamkor Bank,HAM001326,2026-02,yuridik,xizmat,1211556991,32.71,36,standart
Hamkor Bank,HAM001327,2025-10,jismoniy,qishloq_xoj,216408249,30.04,12,standartdan_past
Hamkor Bank,HAM001328,2025-11,yuridik,xizmat,3537433696,20.81,18,standartdan_past
Hamkor Bank,HAM001329,2026-03,jismoniy,xizmat,470845784,31.22,12,standart
Hamkor Bank,HAM001330,2025-10,jismoniy,sanoat,4386266,30.86,36,standart
Hamkor Bank,HAM001331,2026-01,yuridik,xizmat,9472934454,24.52,12,standart
Hamkor Bank,HAM001332,2025-10,yuridik,qishloq_xoj,1739962050,31.1,60,standart
Hamkor Bank,HAM001333,2025-12,jismoniy,savdo,1198713606,26.95,60,standart
Hamkor Bank,HAM001334,2025-12,jismoniy,sanoat,9484235,21.64,24,standart
Hamkor Bank,HAM001335,2026-01,yuridik,qishloq_xoj,187692499,20.74,6,standart
Hamkor Bank,HAM001336,2025-12,jismoniy,sanoat,3394880400,30.32,84,standart
Hamkor Bank,HAM001337,2026-03,yuridik,savdo,19355982,25.65,84,standart
Hamkor Bank,HAM001338,2025-11,yuridik,savdo,953839192,18.3,60,standartdan_past
Hamkor Bank,HAM001339,2026-01,yuridik,qurilish,1127375023,15.59,12,standart
Hamkor Bank,HAM001340,2026-03,jismoniy,savdo,2831993,30.32,84,standart
Hamkor Bank,HAM001341,2026-03,jismoniy,sanoat,11705274,23.55,6,standart
Hamkor Bank,HAM001342,2025-11,jismoniy,xizmat,1225224898,17.12,18,standart
Hamkor Bank,HAM001343,2026-02,yuridik,xizmat,2920861065,30.0,24,standart
Hamkor Bank,HAM001344,2025-12,yuridik,qishloq_xoj,697681246,20.04,24,standart
Hamkor Bank,HAM001345,2025-12,jismoniy,savdo,3230338274,24.38,84,standart
Hamkor Bank,HAM001346,2025-10,yuridik,savdo,12645616,29.87,36,standart
Hamkor Bank,HAM001347,2026-02,jismoniy,xizmat,364666932,25.01,60,standart
Hamkor Bank,HAM001348,2026-02,jismoniy,savdo,7079967,32.29,18,standartdan_past
Hamkor Bank,HAM001349,2025-12,jismoniy,qishloq_xoj,8754361939,30.39,24,standart
Hamkor Bank,HAM001350,2025-12,jismoniy,savdo,1144525,25.89,24,umidsiz
Hamkor Bank,HAM001351,2025-11,jismoniy,qurilish,12711733,26.47,84,standart
Hamkor Bank,HAM001352,2026-01,jismoniy,qurilish,28257769,28.83,60,standart
Hamkor Bank,HAM001353,2025-11,jismoniy,qishloq_xoj,7680024,32.73,36,standart
Hamkor Bank,HAM001354,2025-10,yuridik,savdo,114233283,32.68,24,standart
Hamkor Bank,HAM001355,2025-11,jismoniy,qurilish,2950246,30.64,24,standart
Hamkor Bank,HAM001356,2026-03,yuridik,xizmat,21774485,28.56,60,standart
Hamkor Bank,HAM001357,2026-01,jismoniy,xizmat,9416172964,18.92,24,standartdan_past
Hamkor Bank,HAM001358,2026-02,jismoniy,qishloq_xoj,462750328,24.26,12,standart
Hamkor Bank,HAM001359,2026-01,jismoniy,xizmat,7521315,32.38,24,standart
Hamkor Bank,HAM001360,2025-11,yuridik,qurilish,1809276178,24.56,36,standartdan_past
Hamkor Bank,HAM001361,2026-01,jismoniy,savdo,30980540,23.01,60,standartdan_past
Hamkor Bank,HAM001362,2025-11,jismoniy,savdo,969841292,26.24,60,standart
Hamkor Bank,HAM001363,2026-03,jismoniy,sanoat,7923388,31.27,6,standart
Hamkor Bank,HAM001364,2026-03,yuridik,qurilish,28867578,29.63,36,standart
Hamkor Bank,HAM001365,2026-02,yuridik,qurilish,42208314,17.55,24,standart
Hamkor Bank,HAM001366,2026-01,yuridik,qishloq_xoj,32410233,23.87,60,standart
Hamkor Bank,HAM001367,2026-03,yuridik,savdo,36669531,28.87,18,standartdan_past
Hamkor Bank,HAM001368,2025-11,jismoniy,qishloq_xoj,2733075,23.15,60,standart
Hamkor Bank,HAM001369,2025-10,jismoniy,xizmat,3526245492,20.1,12,standart
Hamkor Bank,HAM001370,2025-11,yuridik,qishloq_xoj,142051503,26.29,18,standart
Hamkor Bank,HAM001371,2026-02,yuridik,savdo,6646586236,28.83,60,standart
